device_os,amt,gender,city,job,category,city_pop,age_group,job_age_group,hour_sin,hour_cos
other,222.91,M,New York,Doctor,Groceries,8419600,31-45,Doctor_31-45,-0.866025403784439,0.5
other,403.46,F,Test City,Clerk,Apparel,2716000,31-45,Clerk_31-45,-1,-1.83880688453542e-16
other,184.46,F,Test City,Teacher,Groceries,2716000,46-60,Teacher_46-60,-0.258819045102521,-0.965925826289068
Linux,216.77,F,New York,Nurse,Apparel,8419600,60+,Nurse_60+,0.258819045102521,-0.965925826289068
X11,184.73,M,Test City,Clerk,Groceries,2716000,31-45,Clerk_31-45,-0.965925826289068,-0.258819045102521
Windows,316.57,F,New York,Nurse,Travel,8419600,16-30,Nurse_16-30,-0.5,-0.866025403784439
macOS,177.96,M,Los Angeles,Lawyer,Apparel,3979576,31-45,Lawyer_31-45,0.707106781186548,-0.707106781186547
Linux,183.29,F,Test City,Clerk,Entertainment,2716000,31-45,Clerk_31-45,-0.5,0.866025403784438
macOS,335.3,M,Test City,Doctor,Groceries,2716000,46-60,Doctor_46-60,0.866025403784439,-0.5
Windows,17.77,M,Test City,Engineer,Travel,2716000,31-45,Engineer_31-45,-0.866025403784439,0.5
other,422.41,M,Test City,Clerk,Apparel,2716000,46-60,Clerk_46-60,-0.707106781186548,0.707106781186547
Windows,62.83,M,Test City,Teacher,Travel,2716000,46-60,Teacher_46-60,0.258819045102521,0.965925826289068
X11,307.09,F,Houston,Nurse,Apparel,2328000,16-30,Nurse_16-30,0.5,0.866025403784439
other,284.29,F,Test City,Lawyer,Apparel,2716000,46-60,Lawyer_46-60,-1,-1.83880688453542e-16
macOS,273.79,F,Houston,Clerk,Travel,2328000,31-45,Clerk_31-45,-0.965925826289068,-0.258819045102521
macOS,466.87,M,Phoenix,Doctor,Entertainment,1680992,46-60,Doctor_46-60,-0.965925826289068,-0.258819045102521
Linux,357.85,F,Houston,Nurse,Electronics,2328000,46-60,Nurse_46-60,0.5,-0.866025403784439
X11,355.41,M,Houston,Nurse,Apparel,2328000,31-45,Nurse_31-45,-0.5,0.866025403784438
other,116.5,M,Test City,Doctor,Groceries,2716000,46-60,Doctor_46-60,0.965925826289068,0.258819045102521
macOS,32,M,Test City,Doctor,Travel,2716000,31-45,Doctor_31-45,0.965925826289068,0.258819045102521
Windows,150.26,F,Test City,Teacher,Electronics,2716000,46-60,Teacher_46-60,0.866025403784439,0.5
X11,432.44,M,Test City,Lawyer,Apparel,2716000,31-45,Lawyer_31-45,-0.5,0.866025403784438
other,427.4,M,Phoenix,Lawyer,Travel,1680992,46-60,Lawyer_46-60,-0.965925826289069,0.25881904510252
Linux,200.25,F,Test City,Clerk,Electronics,3979576,46-60,Clerk_46-60,1.22514845490862e-16,-1
Windows,116.07,M,Test City,Teacher,Groceries,2716000,60+,Teacher_60+,0.707106781186547,0.707106781186548
macOS,206.52,M,Test City,Engineer,Electronics,2716000,31-45,Engineer_31-45,-0.965925826289068,-0.258819045102521
other,111.56,F,Test City,Lawyer,Travel,2716000,60+,Lawyer_60+,-0.965925826289068,-0.258819045102521
other,16.22,M,New York,Nurse,Groceries,8419600,16-30,Nurse_16-30,-0.5,-0.866025403784439
Linux,136.2,F,Test City,Clerk,Apparel,2716000,31-45,Clerk_31-45,1.22514845490862e-16,-1
X11,495.92,F,Test City,Teacher,Apparel,2716000,60+,Teacher_60+,0,1
macOS,99.15,F,New York,Nurse,Travel,8419600,31-45,Nurse_31-45,-0.258819045102522,0.965925826289068
macOS,205.19,M,Phoenix,Artist,Electronics,1680992,60+,Artist_60+,0,1
Windows,326.12,F,Test City,Lawyer,Travel,2716000,31-45,Lawyer_31-45,0.258819045102521,-0.965925826289068
Windows,148.35,M,Houston,Lawyer,Apparel,2328000,46-60,Lawyer_46-60,-0.707106781186548,0.707106781186547
other,187.35,M,Los Angeles,Engineer,Electronics,3979576,46-60,Engineer_46-60,0.965925826289068,-0.258819045102521
macOS,362.15,M,Test City,Lawyer,Entertainment,2716000,60+,Lawyer_60+,1,6.15826833971767e-17
other,195.99,F,Test City,Doctor,Electronics,2716000,16-30,Doctor_16-30,-1,-1.83880688453542e-16
macOS,440.45,M,Test City,Engineer,Travel,2716000,60+,Engineer_60+,0.866025403784439,-0.5
macOS,416.8,M,Test City,Teacher,Apparel,2716000,31-45,Teacher_31-45,-0.258819045102522,0.965925826289068
Windows,286.26,F,Test City,Lawyer,Apparel,2716000,31-45,Lawyer_31-45,0.965925826289068,0.258819045102521
Linux,170.12,M,Test City,Teacher,Travel,2716000,31-45,Teacher_31-45,-0.965925826289068,-0.258819045102521
macOS,451.73,F,Test City,Engineer,Travel,2716000,31-45,Engineer_31-45,-0.707106781186547,-0.707106781186548
other,92.97,F,New York,Artist,Groceries,8419600,46-60,Artist_46-60,-1,-1.83880688453542e-16
other,37.71,M,Phoenix,Doctor,Groceries,1680992,46-60,Doctor_46-60,-0.965925826289068,-0.258819045102521
macOS,71.29,M,Test City,Clerk,Entertainment,2716000,46-60,Clerk_46-60,-0.5,0.866025403784438
macOS,299.1,M,Test City,Engineer,Electronics,2716000,60+,Engineer_60+,0.866025403784439,-0.5
macOS,167.4,F,Test City,Teacher,Apparel,2716000,60+,Teacher_60+,-0.866025403784438,-0.5
Windows,36.28,F,Chicago,Clerk,Groceries,2716000,31-45,Clerk_31-45,-0.258819045102522,0.965925826289068
other,27.27,M,Test City,Lawyer,Apparel,2716000,16-30,Lawyer_16-30,1,6.15826833971767e-17
Linux,296.72,M,Test City,Lawyer,Groceries,2716000,60+,Lawyer_60+,0.965925826289068,0.258819045102521
X11,9.45000000000002,M,Test City,Lawyer,Groceries,2716000,60+,Lawyer_60+,0.5,0.866025403784439
other,127.94,M,Houston,Teacher,Travel,2328000,60+,Teacher_60+,-0.965925826289068,-0.258819045102521
Windows,223.33,M,New York,Doctor,Electronics,8419600,60+,Doctor_60+,1,6.15826833971767e-17
Windows,222.65,F,Test City,Lawyer,Groceries,2716000,46-60,Lawyer_46-60,-0.707106781186547,-0.707106781186548
Windows,406.97,F,Test City,Lawyer,Electronics,2716000,31-45,Lawyer_31-45,-0.965925826289069,0.25881904510252
macOS,171.53,M,Test City,Clerk,Electronics,2716000,60+,Clerk_60+,0.965925826289068,-0.258819045102521
Windows,494.86,F,Test City,Teacher,Groceries,2716000,60+,Teacher_60+,-0.258819045102521,-0.965925826289068
other,118.77,M,Houston,Clerk,Travel,2328000,46-60,Clerk_46-60,-0.866025403784438,-0.5
macOS,396.3,M,Phoenix,Lawyer,Entertainment,1680992,31-45,Lawyer_31-45,-0.258819045102521,-0.965925826289068
Windows,406.05,M,Test City,Doctor,Travel,2716000,31-45,Doctor_31-45,0.866025403784439,0.5
other,43.02,M,Test City,Lawyer,Groceries,2716000,60+,Lawyer_60+,0.5,-0.866025403784439
other,249.57,F,Los Angeles,Nurse,Travel,3979576,46-60,Nurse_46-60,-0.258819045102521,-0.965925826289068
Linux,71.98,M,Test City,Lawyer,Electronics,2716000,60+,Lawyer_60+,-1,-1.83880688453542e-16
X11,255.78,F,Phoenix,Clerk,Apparel,1680992,46-60,Clerk_46-60,-0.866025403784439,0.5
Windows,371.45,F,Test City,Teacher,Electronics,2716000,60+,Teacher_60+,-1,-1.83880688453542e-16
other,64.63,M,Test City,Lawyer,Electronics,2716000,60+,Lawyer_60+,-0.258819045102521,-0.965925826289068
Windows,329.48,F,Test City,Doctor,Apparel,2716000,60+,Doctor_60+,0.5,-0.866025403784439
Linux,54.19,F,Chicago,Lawyer,Electronics,2716000,31-45,Lawyer_31-45,0.965925826289068,0.258819045102521
other,427.42,M,Houston,Doctor,Apparel,2328000,16-30,Doctor_16-30,-0.5,0.866025403784438
Windows,140.69,F,Test City,Doctor,Electronics,2716000,60+,Doctor_60+,-0.258819045102522,0.965925826289068
Linux,414.73,F,Test City,Doctor,Electronics,2716000,31-45,Doctor_31-45,0.866025403784439,-0.5
macOS,84.84,M,New York,Clerk,Apparel,8419600,16-30,Clerk_16-30,-0.707106781186548,0.707106781186547
X11,151.48,M,Test City,Teacher,Apparel,2716000,60+,Teacher_60+,-0.866025403784439,0.5
other,489.57,F,Test City,Doctor,Apparel,2716000,46-60,Doctor_46-60,0.965925826289068,0.258819045102521
Windows,366.88,M,Test City,Clerk,Travel,2328000,46-60,Clerk_46-60,0.965925826289068,0.258819045102521
macOS,409.9,F,Test City,Teacher,Electronics,2716000,31-45,Teacher_31-45,-0.258819045102522,0.965925826289068
other,267.76,F,Test City,Engineer,Apparel,2716000,31-45,Engineer_31-45,-0.5,-0.866025403784439
Linux,13.62,M,Test City,Clerk,Apparel,2716000,60+,Clerk_60+,1,6.15826833971767e-17
Windows,346.17,F,Test City,Doctor,Electronics,2716000,60+,Doctor_60+,0.866025403784439,0.5
X11,441.15,F,Test City,Lawyer,Apparel,2716000,60+,Lawyer_60+,0,1
Linux,49.15,M,Test City,Lawyer,Travel,2716000,31-45,Lawyer_31-45,0.258819045102521,0.965925826289068
macOS,143.81,M,Test City,Clerk,Entertainment,2716000,60+,Clerk_60+,-0.5,0.866025403784438
Windows,460.2,F,Test City,Doctor,Entertainment,2716000,60+,Doctor_60+,1.22514845490862e-16,-1
Linux,498.71,M,Phoenix,Lawyer,Groceries,1680992,46-60,Lawyer_46-60,0.965925826289068,0.258819045102521
Windows,211.14,M,New York,Teacher,Groceries,8419600,16-30,Teacher_16-30,-0.866025403784438,-0.5
other,119.33,M,Test City,Clerk,Entertainment,2716000,16-30,Clerk_16-30,-0.258819045102522,0.965925826289068
other,436.07,F,Test City,Clerk,Entertainment,2716000,60+,Clerk_60+,-0.707106781186547,-0.707106781186548
macOS,160.66,M,Test City,Lawyer,Travel,2716000,60+,Lawyer_60+,1,6.15826833971767e-17
other,209.76,F,Los Angeles,Clerk,Travel,3979576,16-30,Clerk_16-30,0.965925826289068,-0.258819045102521
macOS,349.34,M,Phoenix,Clerk,Travel,1680992,60+,Clerk_60+,0.258819045102521,0.965925826289068
X11,164.92,M,Test City,Lawyer,Groceries,2716000,60+,Lawyer_60+,0.965925826289068,0.258819045102521
macOS,162.48,F,Test City,Lawyer,Groceries,2716000,60+,Lawyer_60+,0.866025403784439,0.5
Windows,449.4,F,Chicago,Engineer,Apparel,2716000,46-60,Engineer_46-60,-0.965925826289068,-0.258819045102521
Windows,121.43,M,Los Angeles,Teacher,Entertainment,3979576,60+,Teacher_60+,0.258819045102521,0.965925826289068
X11,78.51,F,Test City,Teacher,Electronics,2716000,31-45,Teacher_31-45,-0.707106781186548,0.707106781186547
Linux,115.37,M,Test City,Clerk,Travel,2716000,16-30,Clerk_16-30,1.22514845490862e-16,-1
Windows,85.13,M,Los Angeles,Engineer,Electronics,3979576,46-60,Engineer_46-60,0.965925826289068,0.258819045102521
Windows,255.72,M,Test City,Teacher,Travel,2716000,46-60,Teacher_46-60,0.866025403784439,-0.5
macOS,142.37,M,Test City,Doctor,Apparel,2328000,16-30,Doctor_16-30,0,1
Windows,101.67,M,Test City,Engineer,Travel,2716000,31-45,Engineer_31-45,-1,-1.83880688453542e-16
other,344.75,M,Test City,Doctor,Electronics,2716000,16-30,Doctor_16-30,-0.707106781186548,0.707106781186547
other,352.57,M,Test City,Lawyer,Travel,2716000,46-60,Lawyer_46-60,0.866025403784439,0.5
macOS,153.5,F,Test City,Clerk,Entertainment,2716000,31-45,Clerk_31-45,-0.707106781186547,-0.707106781186548
other,193.38,F,Test City,Teacher,Travel,2716000,46-60,Teacher_46-60,1,6.15826833971767e-17
other,216.63,M,Test City,Engineer,Electronics,2716000,31-45,Engineer_31-45,0.5,-0.866025403784439
Windows,281.83,M,Test City,Engineer,Travel,2716000,31-45,Engineer_31-45,1.22514845490862e-16,-1
other,86.68,F,Chicago,Clerk,Apparel,2716000,31-45,Clerk_31-45,0.707106781186547,0.707106781186548
other,449,M,Phoenix,Doctor,Groceries,1680992,16-30,Doctor_16-30,-0.866025403784438,-0.5
Windows,93.13,F,Los Angeles,Artist,Groceries,3979576,60+,Artist_60+,0.866025403784439,-0.5
Windows,68.07,F,New York,Doctor,Electronics,8419600,31-45,Doctor_31-45,-1,-1.83880688453542e-16
Windows,270.79,F,Test City,Clerk,Electronics,2716000,60+,Clerk_60+,0.258819045102521,0.965925826289068
Linux,325.44,F,Chicago,Engineer,Apparel,2716000,16-30,Engineer_16-30,0.866025403784439,0.5
macOS,41.67,M,Test City,Engineer,Electronics,2716000,31-45,Engineer_31-45,-0.965925826289069,0.25881904510252
Windows,169.12,F,Test City,Teacher,Entertainment,2716000,60+,Teacher_60+,0,1
macOS,335.88,M,New York,Doctor,Groceries,8419600,60+,Doctor_60+,0.866025403784439,0.5
other,441.96,F,Phoenix,Artist,Travel,1680992,60+,Artist_60+,-0.707106781186548,0.707106781186547
macOS,31.25,F,Test City,Clerk,Entertainment,2716000,46-60,Clerk_46-60,0.866025403784439,0.5
Windows,386.65,F,Houston,Doctor,Groceries,2328000,60+,Doctor_60+,0.5,0.866025403784439
macOS,199.26,F,Test City,Clerk,Groceries,2716000,31-45,Clerk_31-45,-0.965925826289068,-0.258819045102521
other,123.43,F,Phoenix,Artist,Electronics,1680992,46-60,Artist_46-60,-0.5,-0.866025403784439
X11,44.98,F,Los Angeles,Clerk,Electronics,3979576,16-30,Clerk_16-30,-0.866025403784439,0.5
other,65.07,F,Houston,Teacher,Electronics,2328000,31-45,Teacher_31-45,-0.707106781186548,0.707106781186547
Linux,168.7,M,Test City,Lawyer,Apparel,2716000,46-60,Lawyer_46-60,1.22514845490862e-16,-1
other,445.57,F,Test City,Teacher,Electronics,2716000,46-60,Teacher_46-60,-0.707106781186548,0.707106781186547
Windows,109.49,F,Test City,Teacher,Entertainment,2716000,46-60,Teacher_46-60,0.866025403784439,-0.5
Windows,280.64,F,Test City,Lawyer,Electronics,2716000,46-60,Lawyer_46-60,-0.5,-0.866025403784439
macOS,195.44,F,Los Angeles,Doctor,Travel,3979576,16-30,Doctor_16-30,0.707106781186547,0.707106781186548
other,309.67,F,Test City,Clerk,Travel,1680992,31-45,Clerk_31-45,1.22514845490862e-16,-1
macOS,329.87,F,Test City,Doctor,Groceries,2716000,60+,Doctor_60+,0.5,0.866025403784439
macOS,231.91,M,Test City,Clerk,Groceries,2716000,46-60,Clerk_46-60,-0.258819045102522,0.965925826289068
macOS,86.81,F,Test City,Teacher,Apparel,2716000,60+,Teacher_60+,0.258819045102521,0.965925826289068
other,279.51,M,Test City,Engineer,Apparel,2716000,31-45,Engineer_31-45,0.866025403784439,0.5
other,140.64,F,Test City,Doctor,Groceries,2716000,60+,Doctor_60+,0,1
macOS,43.2,F,Los Angeles,Lawyer,Groceries,3979576,60+,Lawyer_60+,1,6.15826833971767e-17
other,139.26,M,Houston,Artist,Apparel,2328000,46-60,Artist_46-60,0.866025403784439,-0.5
X11,114.65,F,Houston,Engineer,Electronics,2328000,60+,Engineer_60+,0.707106781186547,0.707106781186548
Linux,448.39,M,New York,Lawyer,Apparel,8419600,60+,Lawyer_60+,0.707106781186548,-0.707106781186547
other,57.26,M,Test City,Lawyer,Travel,2716000,60+,Lawyer_60+,0.707106781186548,-0.707106781186547
Linux,51.66,M,Test City,Lawyer,Entertainment,2716000,60+,Lawyer_60+,-0.965925826289069,0.25881904510252
macOS,172.21,F,Los Angeles,Engineer,Entertainment,3979576,46-60,Engineer_46-60,0.965925826289068,0.258819045102521
X11,446.26,F,Test City,Lawyer,Travel,2716000,60+,Lawyer_60+,0.866025403784439,0.5
macOS,162.7,M,Test City,Teacher,Apparel,2716000,31-45,Teacher_31-45,0.5,0.866025403784439
macOS,406.53,M,Test City,Lawyer,Groceries,2716000,31-45,Lawyer_31-45,1.22514845490862e-16,-1
Linux,251.14,M,Chicago,Clerk,Groceries,2716000,31-45,Clerk_31-45,1.22514845490862e-16,-1
Windows,490.58,M,Test City,Lawyer,Groceries,2716000,31-45,Lawyer_31-45,0.866025403784439,0.5
X11,80.27,F,Test City,Clerk,Electronics,2716000,46-60,Clerk_46-60,0.258819045102521,0.965925826289068
X11,419.04,M,Test City,Clerk,Electronics,2328000,46-60,Clerk_46-60,-0.5,0.866025403784438
macOS,481.99,M,New York,Doctor,Groceries,8419600,60+,Doctor_60+,0.866025403784439,0.5
Linux,361.19,F,Test City,Clerk,Groceries,2716000,60+,Clerk_60+,-0.866025403784438,-0.5
macOS,164.82,M,Test City,Engineer,Apparel,2716000,46-60,Engineer_46-60,0,1
Windows,158.65,M,Los Angeles,Lawyer,Electronics,3979576,60+,Lawyer_60+,-0.965925826289068,-0.258819045102521
macOS,392.28,M,Test City,Engineer,Entertainment,2716000,31-45,Engineer_31-45,0.5,-0.866025403784439
X11,462.43,M,Test City,Clerk,Entertainment,2716000,46-60,Clerk_46-60,0.258819045102521,0.965925826289068
Windows,81.21,F,Test City,Doctor,Electronics,2716000,31-45,Doctor_31-45,-0.866025403784438,-0.5
macOS,330.7,F,Los Angeles,Teacher,Travel,3979576,31-45,Teacher_31-45,0.258819045102521,0.965925826289068
macOS,355.89,F,Test City,Lawyer,Groceries,2716000,31-45,Lawyer_31-45,1,6.15826833971767e-17
other,317.36,F,Test City,Clerk,Groceries,1680992,31-45,Clerk_31-45,1.22514845490862e-16,-1
Windows,22.17,F,Houston,Teacher,Groceries,2328000,31-45,Teacher_31-45,0.258819045102521,0.965925826289068
macOS,475.75,F,Chicago,Artist,Travel,2716000,46-60,Artist_46-60,0.965925826289068,-0.258819045102521
macOS,299.31,M,Houston,Nurse,Electronics,2328000,46-60,Nurse_46-60,-0.965925826289069,0.25881904510252
Windows,225.07,F,Test City,Engineer,Groceries,2716000,31-45,Engineer_31-45,-0.965925826289068,-0.258819045102521
X11,170.4,M,Test City,Lawyer,Groceries,2716000,46-60,Lawyer_46-60,0.258819045102521,-0.965925826289068
macOS,489.18,M,Test City,Lawyer,Apparel,2716000,46-60,Lawyer_46-60,-0.5,0.866025403784438
other,441.62,M,Test City,Lawyer,Apparel,2716000,46-60,Lawyer_46-60,0.965925826289068,0.258819045102521
other,111.6,F,Test City,Engineer,Apparel,2716000,60+,Engineer_60+,-0.258819045102522,0.965925826289068
X11,437.59,F,Test City,Doctor,Travel,2716000,60+,Doctor_60+,0.866025403784439,0.5
Windows,136.07,F,New York,Nurse,Entertainment,8419600,60+,Nurse_60+,0.707106781186547,0.707106781186548
other,461.41,F,Test City,Lawyer,Apparel,2716000,31-45,Lawyer_31-45,-0.707106781186547,-0.707106781186548
other,402.1,F,Houston,Lawyer,Entertainment,2328000,16-30,Lawyer_16-30,0,1
macOS,434.41,F,Test City,Lawyer,Entertainment,2716000,31-45,Lawyer_31-45,-0.5,0.866025403784438
Windows,50.71,F,Test City,Engineer,Groceries,2716000,31-45,Engineer_31-45,-0.5,-0.866025403784439
macOS,480.65,F,Test City,Teacher,Entertainment,2716000,31-45,Teacher_31-45,-0.965925826289069,0.25881904510252
macOS,18.41,M,Test City,Engineer,Travel,2716000,46-60,Engineer_46-60,0.866025403784439,-0.5
macOS,310.56,M,Test City,Engineer,Apparel,2716000,31-45,Engineer_31-45,0.258819045102521,0.965925826289068
other,127.51,F,Test City,Clerk,Entertainment,2716000,16-30,Clerk_16-30,0.707106781186548,-0.707106781186547
Linux,424.59,M,Test City,Lawyer,Groceries,2716000,31-45,Lawyer_31-45,-0.5,-0.866025403784439
X11,436.71,F,Test City,Teacher,Groceries,2716000,46-60,Teacher_46-60,-0.707106781186548,0.707106781186547
X11,369.2,M,Los Angeles,Lawyer,Groceries,3979576,16-30,Lawyer_16-30,-0.5,0.866025403784438
Windows,395.14,M,Los Angeles,Lawyer,Electronics,3979576,60+,Lawyer_60+,0.965925826289068,0.258819045102521
other,291.94,M,Phoenix,Teacher,Groceries,1680992,60+,Teacher_60+,-0.5,0.866025403784438
Windows,170.96,F,Phoenix,Engineer,Groceries,1680992,31-45,Engineer_31-45,-0.707106781186547,-0.707106781186548
macOS,169.74,F,Test City,Teacher,Apparel,2716000,46-60,Teacher_46-60,0,1
other,111.94,F,Test City,Engineer,Electronics,2716000,31-45,Engineer_31-45,0.258819045102521,-0.965925826289068
macOS,273.26,F,Test City,Doctor,Apparel,2716000,16-30,Doctor_16-30,0.258819045102521,0.965925826289068
macOS,137.61,F,Test City,Clerk,Electronics,2716000,31-45,Clerk_31-45,0.866025403784439,0.5
Windows,118.84,F,Test City,Teacher,Groceries,2716000,31-45,Teacher_31-45,-0.258819045102522,0.965925826289068
Windows,128.89,M,Test City,Teacher,Travel,2716000,31-45,Teacher_31-45,0.866025403784439,0.5
macOS,350.76,M,Test City,Engineer,Groceries,2716000,31-45,Engineer_31-45,0.866025403784439,-0.5
other,359.97,F,Los Angeles,Teacher,Travel,3979576,31-45,Teacher_31-45,0.707106781186547,0.707106781186548
other,188.52,F,Test City,Lawyer,Entertainment,2716000,60+,Lawyer_60+,-0.707106781186548,0.707106781186547
Windows,408.2,F,Test City,Clerk,Entertainment,2716000,31-45,Clerk_31-45,0.5,-0.866025403784439
macOS,66.44,M,Test City,Doctor,Electronics,3979576,46-60,Doctor_46-60,0.866025403784439,0.5
Windows,132.95,F,Test City,Teacher,Groceries,2716000,31-45,Teacher_31-45,0.965925826289068,0.258819045102521
X11,184.91,M,Houston,Teacher,Groceries,2328000,31-45,Teacher_31-45,-1,-1.83880688453542e-16
Windows,140.36,F,Test City,Lawyer,Apparel,2716000,60+,Lawyer_60+,1,6.15826833971767e-17
Linux,403.46,M,Test City,Doctor,Groceries,2716000,31-45,Doctor_31-45,0.707106781186547,0.707106781186548
Windows,125.05,M,New York,Artist,Apparel,8419600,46-60,Artist_46-60,0.965925826289068,0.258819045102521
macOS,320.52,F,Test City,Doctor,Groceries,2716000,60+,Doctor_60+,0.707106781186548,-0.707106781186547
other,285.7,M,Test City,Doctor,Travel,2716000,60+,Doctor_60+,-0.707106781186547,-0.707106781186548
Windows,142.86,M,Houston,Lawyer,Apparel,2328000,46-60,Lawyer_46-60,0.965925826289068,-0.258819045102521
other,18.69,F,Test City,Teacher,Groceries,2716000,46-60,Teacher_46-60,0,1
Windows,358.62,F,Test City,Teacher,Electronics,2716000,60+,Teacher_60+,0.866025403784439,-0.5
Linux,82.95,F,Test City,Teacher,Groceries,2716000,60+,Teacher_60+,-0.965925826289068,-0.258819045102521
other,437.71,M,Test City,Doctor,Apparel,2716000,31-45,Doctor_31-45,0.866025403784439,0.5
macOS,288.79,M,Test City,Clerk,Electronics,2716000,31-45,Clerk_31-45,0.258819045102521,-0.965925826289068
Windows,222.94,F,Test City,Lawyer,Apparel,2716000,60+,Lawyer_60+,-0.866025403784439,0.5
other,11.81,M,Test City,Lawyer,Apparel,2716000,31-45,Lawyer_31-45,0.5,0.866025403784439
Linux,11.05,M,Test City,Teacher,Electronics,2716000,16-30,Teacher_16-30,-1,-1.83880688453542e-16
Windows,438.69,M,Los Angeles,Engineer,Entertainment,3979576,16-30,Engineer_16-30,0.866025403784439,-0.5
other,338.58,F,Houston,Teacher,Apparel,2328000,16-30,Teacher_16-30,-1,-1.83880688453542e-16
Windows,289.33,F,Houston,Engineer,Groceries,2328000,31-45,Engineer_31-45,0.707106781186548,-0.707106781186547
Windows,261.77,M,Phoenix,Lawyer,Groceries,1680992,46-60,Lawyer_46-60,-0.965925826289068,-0.258819045102521
macOS,378.67,F,Test City,Lawyer,Groceries,2716000,46-60,Lawyer_46-60,0.707106781186548,-0.707106781186547
X11,81.8,M,Houston,Teacher,Entertainment,2328000,31-45,Teacher_31-45,1.22514845490862e-16,-1
other,173.22,F,Test City,Teacher,Groceries,2716000,46-60,Teacher_46-60,-1,-1.83880688453542e-16
macOS,100.73,F,Test City,Lawyer,Electronics,2716000,31-45,Lawyer_31-45,0.866025403784439,0.5
other,246.32,F,Test City,Teacher,Groceries,2716000,60+,Teacher_60+,0.866025403784439,0.5
other,435.42,F,Phoenix,Teacher,Apparel,1680992,31-45,Teacher_31-45,0.5,-0.866025403784439
Linux,191.1,F,Test City,Doctor,Entertainment,2716000,31-45,Doctor_31-45,-0.707106781186547,-0.707106781186548
other,489,M,Test City,Teacher,Groceries,2716000,16-30,Teacher_16-30,1,6.15826833971767e-17
Windows,345.67,F,Test City,Lawyer,Entertainment,2716000,46-60,Lawyer_46-60,-0.258819045102522,0.965925826289068
X11,191.99,M,Test City,Clerk,Entertainment,2716000,31-45,Clerk_31-45,0.707106781186548,-0.707106781186547
Windows,65.37,F,Test City,Engineer,Travel,2716000,31-45,Engineer_31-45,0.965925826289068,0.258819045102521
macOS,138.77,F,Test City,Clerk,Apparel,2716000,31-45,Clerk_31-45,0,1
macOS,171.86,M,Houston,Nurse,Electronics,2328000,31-45,Nurse_31-45,-0.965925826289068,-0.258819045102521
macOS,54.22,M,Test City,Engineer,Apparel,2716000,31-45,Engineer_31-45,-0.707106781186547,-0.707106781186548
Windows,259.88,F,Test City,Lawyer,Electronics,2716000,31-45,Lawyer_31-45,-0.258819045102521,-0.965925826289068
other,353.33,M,Test City,Clerk,Travel,2716000,31-45,Clerk_31-45,0.707106781186548,-0.707106781186547
Windows,31.73,M,Test City,Teacher,Apparel,2716000,60+,Teacher_60+,-0.707106781186547,-0.707106781186548
X11,165.37,M,Test City,Clerk,Electronics,2328000,46-60,Clerk_46-60,1,6.15826833971767e-17
Windows,385.31,F,Phoenix,Teacher,Electronics,1680992,16-30,Teacher_16-30,0.866025403784439,0.5
macOS,215.35,M,Test City,Engineer,Groceries,2716000,31-45,Engineer_31-45,0.5,0.866025403784439
Linux,271.49,F,Test City,Doctor,Apparel,2716000,31-45,Doctor_31-45,-1,-1.83880688453542e-16
Windows,488.95,F,Test City,Lawyer,Apparel,2716000,46-60,Lawyer_46-60,-0.258819045102521,-0.965925826289068
macOS,250.53,M,New York,Clerk,Travel,8419600,46-60,Clerk_46-60,0.5,-0.866025403784439
macOS,306.83,F,Test City,Clerk,Electronics,2716000,31-45,Clerk_31-45,0.707106781186547,0.707106781186548
macOS,115.44,F,Test City,Engineer,Groceries,2716000,31-45,Engineer_31-45,0.866025403784439,0.5
other,99.96,M,Test City,Engineer,Travel,2716000,31-45,Engineer_31-45,-1,-1.83880688453542e-16
Windows,148.87,M,Test City,Doctor,Travel,2716000,60+,Doctor_60+,0,1
Linux,154.48,M,Test City,Teacher,Travel,2716000,60+,Teacher_60+,-1,-1.83880688453542e-16
X11,95.54,F,Test City,Clerk,Travel,2716000,31-45,Clerk_31-45,-1,-1.83880688453542e-16
other,274.65,F,Los Angeles,Teacher,Travel,3979576,31-45,Teacher_31-45,-0.5,-0.866025403784439
Linux,415.22,F,Test City,Lawyer,Travel,2716000,16-30,Lawyer_16-30,0.258819045102521,0.965925826289068
Windows,143.42,F,Houston,Artist,Entertainment,2328000,46-60,Artist_46-60,-0.258819045102521,-0.965925826289068
Windows,22.83,F,Phoenix,Clerk,Entertainment,1680992,31-45,Clerk_31-45,-0.707106781186548,0.707106781186547
Windows,38.5,M,Houston,Nurse,Travel,2328000,16-30,Nurse_16-30,-0.707106781186547,-0.707106781186548
macOS,471.65,F,Test City,Lawyer,Electronics,2716000,31-45,Lawyer_31-45,0.707106781186547,0.707106781186548
Linux,63.4,F,Test City,Teacher,Travel,2716000,46-60,Teacher_46-60,-0.965925826289068,-0.258819045102521
Windows,190.58,F,Test City,Engineer,Electronics,2716000,31-45,Engineer_31-45,1,6.15826833971767e-17
other,251.3,F,Test City,Clerk,Travel,2328000,60+,Clerk_60+,0,1
Linux,491.62,M,Test City,Teacher,Entertainment,2716000,31-45,Teacher_31-45,-0.258819045102521,-0.965925826289068
X11,97.66,M,Houston,Engineer,Entertainment,2328000,46-60,Engineer_46-60,0.258819045102521,0.965925826289068
macOS,285.63,F,Test City,Teacher,Travel,2716000,46-60,Teacher_46-60,-0.258819045102521,-0.965925826289068
